Date,Close
2014-04-01,114.580952380952
2014-05-01,100.56
2014-06-01,92.8523809523809
2014-07-01,96.2608695652174
2014-08-01,94.1428571428571
2014-09-01,84.5227272727273
2014-10-01,81.304347826087
2014-11-01,74.425
2014-12-01,68.6739130434783
2015-01-01,69.0681818181818
2015-02-01,63.8
2015-03-01,58.1818181818182
2015-04-01,52.1136363636364
2015-05-01,60.4285714285714
2015-06-01,61.8409090909091
2015-07-01,52.1739130434783
2015-08-01,57.3333333333333
2015-09-01,56.9772727272727
2015-10-01,53.6590909090909
2015-11-01,47.1904761904762
2015-12-01,40.8826086956522
2016-01-01,42.2047619047619
2016-02-01,46.4857142857143
2016-03-01,56.5391304347826
2016-04-01,60.9666666666667
2016-05-01,55.8863636363636
2016-06-01,52.3409090909091
2016-07-01,57.3095238095238
2016-08-01,60.8695652173913
2016-09-01,57.6590909090909
2016-10-01,58.9523809523809
2016-11-01,74.1363636363636
2016-12-01,79.4318181818182
2017-01-01,80.8181818181818
2017-02-01,88.95
2017-03-01,87.195652173913
2017-04-01,70.4
2017-05-01,61.6304347826087
2017-06-01,57.8636363636364
2017-07-01,66.7380952380952
2017-08-01,74.5869565217391
2017-09-01,69.2380952380952
2017-10-01,61.0454545454545
2017-11-01,63.4090909090909
2017-12-01,71.7380952380952
2018-01-01,75.7826086956522
2018-02-01,77.65
2018-03-01,71.3181818181818
2018-04-01,66.3333333333333
2018-05-01,66.6304347826087
2018-06-01,66.8571428571429
2018-07-01,67.0454545454545
2018-08-01,68.0217391304348
2018-09-01,68.8
2018-10-01,72.0217391304348
2018-11-01,72.2954545454545
2018-12-01,68.9047619047619
2019-01-01,75.2
2019-02-01,87.59
2019-03-01,87.0714285714286
2019-04-01,94.5
2019-05-01,101.760869565217
2019-06-01,109.55
2019-07-01,119.586956521739
2019-08-01,93.5
2019-09-01,92.2619047619048
2019-10-01,88.5869565217391
2019-11-01,82.9047619047619
2019-12-01,90.9772727272727
2020-01-01,95.2173913043478
2020-02-01,87.625
2020-03-01,88.6590909090909
2020-04-01,83.75
2020-05-01,91.3333333333333
2020-06-01,103.340909090909
2020-07-01,108.021739130435
2020-08-01,120.071428571429
2020-09-01,123
2020-10-01,119.25
2020-11-01,123.52380952381
2020-12-01,153.065217391304
2021-01-01,166.738095238095
2021-02-01,162.325
2021-03-01,166.739130434783
2021-04-01,178.25
2021-05-01,202.857142857143
2021-06-01,215.815789473684
2021-07-01,214.340909090909
2021-08-01,162.090909090909
2021-09-01,113.71875
2021-10-01,114.47619047619
2021-11-01,90.1315789473684
2021-12-01,110.45652173913
2022-01-01,133.045454545455
2022-02-01,139.7
2022-03-01,147.347826086957
2022-04-01,146.666666666667
2022-05-01,131.090909090909
2022-06-01,131.045454545455
2022-07-01,109.047619047619
2022-08-01,109.065217391304
2022-09-01,100.840909090909
2022-10-01,94.6190476190476
2022-11-01,94.5681818181818
2022-12-01,111.409090909091
2023-01-01,122.431818181818
2023-02-01,127.075
2023-03-01,127.978260869565
2023-04-01,117.125
2023-05-01,104.521739130435
2023-06-01,113.090909090909
2023-07-01,113.97619047619
2023-08-01,109.608695652174
2023-09-01,120.428571428571
2023-10-01,118.75
2023-11-01,131.25
2023-12-01,137.547619047619
2024-01-01,136.586956521739
2024-02-01,125.928571428571
